0,0,0.90399
0,0.01,0.90389
0,0.02,0.90379
0,0.03,0.90369
0,0.04,0.90358
0,0.05,0.90348
0,0.06,0.90338
0,0.07,0.90328
0,0.08,0.90317
0,0.09,0.90307
0,0.1,0.90296
0,0.11,0.90286
0,0.12,0.90275
0,0.13,0.90265
0,0.14,0.90254
0,0.15,0.90243
0,0.16,0.90232
0,0.17,0.90221
0,0.18,0.9021
0,0.19,0.90199
0,0.2,0.90187
0,0.21,0.90176
0,0.22,0.90164
0,0.23,0.90153
0,0.24,0.90141
0,0.25,0.90129
0,0.26,0.90117
0,0.27,0.90105
0,0.28,0.90093
0,0.29,0.90081
0,0.3,0.90068
0,0.31,0.90056
0,0.32,0.90043
0,0.33,0.90031
0,0.34,0.90019
0,0.35,0.90013
0,0.36,0.90007
0,0.37,0.90008
0,0.38,0.90044
0,0.39,0.90372
0,0.4,0.91077
0,0.41,0.91824
0,0.42,0.92567
0,0.43,0.93298
0,0.44,0.94016
0,0.45,0.94719
0,0.46,0.95407
0,0.47,0.96078
0,0.48,0.96733
0,0.49,0.97371
0,0.5,0.9799
0,0.51,0.9859
0,0.52,0.9917
0,0.53,0.99727
0,0.54,1.0026
0,0.55,1.0076
0,0.56,1.0124
0,0.57,1.0168
0,0.58,1.0207
0,0.59,1.024
0,0.6,1.0264
0,0.61,1.0268
0,0.62,1.0234
0,0.63,1.0297
0,0.64,1.036
0,0.65,1.0421
0,0.66,1.0482
0,0.67,1.0541
0,0.68,1.06
0,0.69,1.0658
0,0.7,1.0715
0,0.71,1.077
0,0.72,1.0825
0,0.73,1.0879
0,0.74,1.0931
0,0.75,1.0982
0,0.76,1.1032
0,0.77,1.1081
0,0.78,1.1128
0,0.79,1.1174
0,0.8,1.1218
0,0.81,1.1261
0,0.82,1.1301
0,0.83,1.134
0,0.84,1.1377
0,0.85,1.1411
0,0.86,1.1443
0,0.87,1.1472
0,0.88,1.1498
0,0.89,1.1521
0,0.9,1.154
0,0.91,1.1555
0,0.92,1.1564
0,0.93,1.1567
0,0.94,1.1562
0,0.95,1.1547
0,0.96,1.1518
0,0.97,1.1468
0,0.98,1.1383
0,0.99,1.122
0.01,0,0.90395
0.01,0.01,0.90385
0.01,0.02,0.90375
0.01,0.03,0.90365
0.01,0.04,0.90354
0.01,0.05,0.90344
0.01,0.06,0.90334
0.01,0.07,0.90324
0.01,0.08,0.90313
0.01,0.09,0.90303
0.01,0.1,0.90292
0.01,0.11,0.90282
0.01,0.12,0.90271
0.01,0.13,0.9026
0.01,0.14,0.9025
0.01,0.15,0.90239
0.01,0.16,0.90228
0.01,0.17,0.90217
0.01,0.18,0.90205
0.01,0.19,0.90194
0.01,0.2,0.90183
0.01,0.21,0.90171
0.01,0.22,0.9016
0.01,0.23,0.90148
0.01,0.24,0.90136
0.01,0.25,0.90125
0.01,0.26,0.90113
0.01,0.27,0.90101
0.01,0.28,0.90088
0.01,0.29,0.90076
0.01,0.3,0.90064
0.01,0.31,0.90051
0.01,0.32,0.90039
0.01,0.33,0.90027
0.01,0.34,0.90016
0.01,0.35,0.90011
0.01,0.36,0.90007
0.01,0.37,0.90014
0.01,0.38,0.90096
0.01,0.39,0.90604
0.01,0.4,0.91337
0.01,0.41,0.92084
0.01,0.42,0.92823
0.01,0.43,0.9355
0.01,0.44,0.94263
0.01,0.45,0.94961
0.01,0.46,0.95645
0.01,0.47,0.96312
0.01,0.48,0.96963
0.01,0.49,0.97597
0.01,0.5,0.98212
0.01,0.51,0.98809
0.01,0.52,0.99386
0.01,0.53,0.9994
0.01,0.54,1.0047
0.01,0.55,1.0098
0.01,0.56,1.0145
0.01,0.57,1.0189
0.01,0.58,1.0229
0.01,0.59,1.0263
0.01,0.6,1.0288
0.01,0.61,1.0298
0.01,0.62,1.0248
0.01,0.63,1.0311
0.01,0.64,1.0372
0.01,0.65,1.0433
0.01,0.66,1.0493
0.01,0.67,1.0552
0.01,0.68,1.0611
0.01,0.69,1.0668
0.01,0.7,1.0724
0.01,0.71,1.0779
0.01,0.72,1.0834
0.01,0.73,1.0887
0.01,0.74,1.0939
0.01,0.75,1.0989
0.01,0.76,1.1039
0.01,0.77,1.1087
0.01,0.78,1.1134
0.01,0.79,1.1179
0.01,0.8,1.1222
0.01,0.81,1.1264
0.01,0.82,1.1305
0.01,0.83,1.1343
0.01,0.84,1.1379
0.01,0.85,1.1413
0.01,0.86,1.1444
0.01,0.87,1.1473
0.01,0.88,1.1499
0.01,0.89,1.1521
0.01,0.9,1.154
0.01,0.91,1.1554
0.01,0.92,1.1563
0.01,0.93,1.1566
0.01,0.94,1.156
0.01,0.95,1.1545
0.01,0.96,1.1515
0.01,0.97,1.1465
0.01,0.98,1.138
0.01,0.99,1.1217
0.02,0,0.90391
0.02,0.01,0.90381
0.02,0.02,0.90371
0.02,0.03,0.90361
0.02,0.04,0.9035
0.02,0.05,0.9034
0.02,0.06,0.9033
0.02,0.07,0.9032
0.02,0.08,0.90309
0.02,0.09,0.90299
0.02,0.1,0.90288
0.02,0.11,0.90278
0.02,0.12,0.90267
0.02,0.13,0.90256
0.02,0.14,0.90245
0.02,0.15,0.90234
0.02,0.16,0.90223
0.02,0.17,0.90212
0.02,0.18,0.90201
0.02,0.19,0.9019
0.02,0.2,0.90178
0.02,0.21,0.90167
0.02,0.22,0.90155
0.02,0.23,0.90144
0.02,0.24,0.90132
0.02,0.25,0.9012
0.02,0.26,0.90108
0.02,0.27,0.90096
0.02,0.28,0.90084
0.02,0.29,0.90072
0.02,0.3,0.90059
0.02,0.31,0.90047
0.02,0.32,0.90034
0.02,0.33,0.90022
0.02,0.34,0.90015
0.02,0.35,0.90009
0.02,0.36,0.90007
0.02,0.37,0.90026
0.02,0.38,0.90215
0.02,0.39,0.9086
0.02,0.4,0.91603
0.02,0.41,0.92348
0.02,0.42,0.93083
0.02,0.43,0.93805
0.02,0.44,0.94513
0.02,0.45,0.95207
0.02,0.46,0.95886
0.02,0.47,0.96549
0.02,0.48,0.97196
0.02,0.49,0.97825
0.02,0.5,0.98438
0.02,0.51,0.99031
0.02,0.52,0.99605
0.02,0.53,1.0016
0.02,0.54,1.0069
0.02,0.55,1.0119
0.02,0.56,1.0166
0.02,0.57,1.021
0.02,0.58,1.025
0.02,0.59,1.0285
0.02,0.6,1.0312
0.02,0.61,1.0326
0.02,0.62,1.0287
0.02,0.63,1.0324
0.02,0.64,1.0385
0.02,0.65,1.0445
0.02,0.66,1.0505
0.02,0.67,1.0563
0.02,0.68,1.0621
0.02,0.69,1.0678
0.02,0.7,1.0734
0.02,0.71,1.0788
0.02,0.72,1.0842
0.02,0.73,1.0895
0.02,0.74,1.0946
0.02,0.75,1.0996
0.02,0.76,1.1045
0.02,0.77,1.1093
0.02,0.78,1.1139
0.02,0.79,1.1184
0.02,0.8,1.1227
0.02,0.81,1.1268
0.02,0.82,1.1308
0.02,0.83,1.1346
0.02,0.84,1.1381
0.02,0.85,1.1415
0.02,0.86,1.1446
0.02,0.87,1.1474
0.02,0.88,1.1499
0.02,0.89,1.1521
0.02,0.9,1.1539
0.02,0.91,1.1553
0.02,0.92,1.1562
0.02,0.93,1.1564
0.02,0.94,1.1558
0.02,0.95,1.1542
0.02,0.96,1.1513
0.02,0.97,1.1462
0.02,0.98,1.1377
0.02,0.99,1.1214
0.03,0,0.90387
0.03,0.01,0.90377
0.03,0.02,0.90367
0.03,0.03,0.90356
0.03,0.04,0.90346
0.03,0.05,0.90336
0.03,0.06,0.90326
0.03,0.07,0.90315
0.03,0.08,0.90305
0.03,0.09,0.90294
0.03,0.1,0.90284
0.03,0.11,0.90273
0.03,0.12,0.90263
0.03,0.13,0.90252
0.03,0.14,0.90241
0.03,0.15,0.9023
0.03,0.16,0.90219
0.03,0.17,0.90208
0.03,0.18,0.90197
0.03,0.19,0.90185
0.03,0.2,0.90174
0.03,0.21,0.90163
0.03,0.22,0.90151
0.03,0.23,0.90139
0.03,0.24,0.90127
0.03,0.25,0.90116
0.03,0.26,0.90104
0.03,0.27,0.90091
0.03,0.28,0.90079
0.03,0.29,0.90067
0.03,0.3,0.90055
0.03,0.31,0.90042
0.03,0.32,0.9003
0.03,0.33,0.90018
0.03,0.34,0.90012
0.03,0.35,0.90007
0.03,0.36,0.9001
0.03,0.37,0.90053
0.03,0.38,0.90418
0.03,0.39,0.91129
0.03,0.4,0.91875
0.03,0.41,0.92616
0.03,0.42,0.93346
0.03,0.43,0.94064
0.03,0.44,0.94767
0.03,0.45,0.95456
0.03,0.46,0.9613
0.03,0.47,0.96789
0.03,0.48,0.97431
0.03,0.49,0.98057
0.03,0.5,0.98666
0.03,0.51,0.99256
0.03,0.52,0.99826
0.03,0.53,1.0038
0.03,0.54,1.009
0.03,0.55,1.014
0.03,0.56,1.0188
0.03,0.57,1.0232
0.03,0.58,1.0272
0.03,0.59,1.0308
0.03,0.6,1.0336
0.03,0.61,1.0354
0.03,0.62,1.0341
0.03,0.63,1.0337
0.03,0.64,1.0398
0.03,0.65,1.0458
0.03,0.66,1.0517
0.03,0.67,1.0575
0.03,0.68,1.0632
0.03,0.69,1.0688
0.03,0.7,1.0743
0.03,0.71,1.0797
0.03,0.72,1.0851
0.03,0.73,1.0903
0.03,0.74,1.0953
0.03,0.75,1.1003
0.03,0.76,1.1052
0.03,0.77,1.1099
0.03,0.78,1.1144
0.03,0.79,1.1189
0.03,0.8,1.1231
0.03,0.81,1.1272
0.03,0.82,1.1311
0.03,0.83,1.1349
0.03,0.84,1.1384
0.03,0.85,1.1417
0.03,0.86,1.1447
0.03,0.87,1.1475
0.03,0.88,1.15
0.03,0.89,1.1521
0.03,0.9,1.1539
0.03,0.91,1.1552
0.03,0.92,1.156
0.03,0.93,1.1562
0.03,0.94,1.1556
0.03,0.95,1.154
0.03,0.96,1.151
0.03,0.97,1.1459
0.03,0.98,1.1374
0.03,0.99,1.1212
0.04,0,0.90382
0.04,0.01,0.90372
0.04,0.02,0.90362
0.04,0.03,0.90352
0.04,0.04,0.90342
0.04,0.05,0.90332
0.04,0.06,0.90321
0.04,0.07,0.90311
0.04,0.08,0.90301
0.04,0.09,0.9029
0.04,0.1,0.90279
0.04,0.11,0.90269
0.04,0.12,0.90258
0.04,0.13,0.90247
0.04,0.14,0.90237
0.04,0.15,0.90226
0.04,0.16,0.90215
0.04,0.17,0.90203
0.04,0.18,0.90192
0.04,0.19,0.90181
0.04,0.2,0.90169
0.04,0.21,0.90158
0.04,0.22,0.90146
0.04,0.23,0.90135
0.04,0.24,0.90123
0.04,0.25,0.90111
0.04,0.26,0.90099
0.04,0.27,0.90087
0.04,0.28,0.90075
0.04,0.29,0.90062
0.04,0.3,0.9005
0.04,0.31,0.90038
0.04,0.32,0.90025
0.04,0.33,0.90015
0.04,0.34,0.9001
0.04,0.35,0.90007
0.04,0.36,0.90017
0.04,0.37,0.90122
0.04,0.38,0.90672
0.04,0.39,0.91407
0.04,0.4,0.92152
0.04,0.41,0.92889
0.04,0.42,0.93614
0.04,0.43,0.94326
0.04,0.44,0.95025
0.04,0.45,0.95709
0.04,0.46,0.96378
0.04,0.47,0.97032
0.04,0.48,0.97671
0.04,0.49,0.98292
0.04,0.5,0.98897
0.04,0.51,0.99483
0.04,0.52,1.0005
0.04,0.53,1.006
0.04,0.54,1.0112
0.04,0.55,1.0162
0.04,0.56,1.021
0.04,0.57,1.0254
0.04,0.58,1.0295
0.04,0.59,1.0331
0.04,0.6,1.036
0.04,0.61,1.038
0.04,0.62,1.0379
0.04,0.63,1.035
0.04,0.64,1.0411
0.04,0.65,1.047
0.04,0.66,1.0528
0.04,0.67,1.0586
0.04,0.68,1.0642
0.04,0.69,1.0698
0.04,0.7,1.0753
0.04,0.71,1.0807
0.04,0.72,1.0859
0.04,0.73,1.0911
0.04,0.74,1.0961
0.04,0.75,1.101
0.04,0.76,1.1058
0.04,0.77,1.1105
0.04,0.78,1.115
0.04,0.79,1.1193
0.04,0.8,1.1236
0.04,0.81,1.1276
0.04,0.82,1.1315
0.04,0.83,1.1351
0.04,0.84,1.1386
0.04,0.85,1.1419
0.04,0.86,1.1449
0.04,0.87,1.1476
0.04,0.88,1.15
0.04,0.89,1.1521
0.04,0.9,1.1538
0.04,0.91,1.1551
0.04,0.92,1.1559
0.04,0.93,1.156
0.04,0.94,1.1554
0.04,0.95,1.1537
0.04,0.96,1.1507
0.04,0.97,1.1456
0.04,0.98,1.1371
0.04,0.99,1.1209
0.05,0,0.90378
0.05,0.01,0.90368
0.05,0.02,0.90358
0.05,0.03,0.90348
0.05,0.04,0.90338
0.05,0.05,0.90327
0.05,0.06,0.90317
0.05,0.07,0.90307
0.05,0.08,0.90296
0.05,0.09,0.90286
0.05,0.1,0.90275
0.05,0.11,0.90264
0.05,0.12,0.90254
0.05,0.13,0.90243
0.05,0.14,0.90232
0.05,0.15,0.90221
0.05,0.16,0.9021
0.05,0.17,0.90199
0.05,0.18,0.90188
0.05,0.19,0.90176
0.05,0.2,0.90165
0.05,0.21,0.90153
0.05,0.22,0.90142
0.05,0.23,0.9013
0.05,0.24,0.90118
0.05,0.25,0.90106
0.05,0.26,0.90094
0.05,0.27,0.90082
0.05,0.28,0.9007
0.05,0.29,0.90057
0.05,0.3,0.90045
0.05,0.31,0.90033
0.05,0.32,0.90021
0.05,0.33,0.90014
0.05,0.34,0.90009
0.05,0.35,0.90008
0.05,0.36,0.90034
0.05,0.37,0.90277
0.05,0.38,0.90949
0.05,0.39,0.91691
0.05,0.4,0.92433
0.05,0.41,0.93165
0.05,0.42,0.93885
0.05,0.43,0.94593
0.05,0.44,0.95286
0.05,0.45,0.95965
0.05,0.46,0.9663
0.05,0.47,0.97279
0.05,0.48,0.97913
0.05,0.49,0.9853
0.05,0.5,0.99131
0.05,0.51,0.99714
0.05,0.52,1.0028
0.05,0.53,1.0082
0.05,0.54,1.0134
0.05,0.55,1.0184
0.05,0.56,1.0232
0.05,0.57,1.0276
0.05,0.58,1.0317
0.05,0.59,1.0353
0.05,0.6,1.0384
0.05,0.61,1.0406
0.05,0.62,1.0412
0.05,0.63,1.0364
0.05,0.64,1.0423
0.05,0.65,1.0482
0.05,0.66,1.054
0.05,0.67,1.0597
0.05,0.68,1.0653
0.05,0.69,1.0708
0.05,0.7,1.0763
0.05,0.71,1.0816
0.05,0.72,1.0868
0.05,0.73,1.0919
0.05,0.74,1.0969
0.05,0.75,1.1017
0.05,0.76,1.1065
0.05,0.77,1.1111
0.05,0.78,1.1155
0.05,0.79,1.1198
0.05,0.8,1.124
0.05,0.81,1.128
0.05,0.82,1.1318
0.05,0.83,1.1354
0.05,0.84,1.1389
0.05,0.85,1.142
0.05,0.86,1.145
