T,M,U,Y1,Y2,Z1,Z2,R1,R2,EOLD1,EOLD2,E1,E2
499.99,0,0.152645122434253,3.10627908751049,-0.116731517509727,8.02953725343322,-0.661798074756546,-2.99999999729315,-0.15,0.0263218156174356,-0.294808117799649,0.106279090217341,-0.266731517509727
500,1,0.152645122434253,3.00495918211643,-0.118562600137331,8.03219423068865,-0.668675240956252,-2.99672618779181,-0.15,0.106279090217341,-0.266731517509727,0.00823299432462044,-0.268562600137331
500.01,0,0.2241121669906,3.1126878767071,-0.120393682764934,8.03219423068865,-0.668675240956252,-2.97185723411793,-0.15,0.106279090217341,-0.266731517509727,0.140830642589175,-0.270393682764934
500.02,0,0.365132307234834,3.17433432516976,-0.142061493858243,8.03571499675338,-0.684347472151451,-2.94719466061283,-0.15,0.140830642589175,-0.270393682764934,0.22713966455693,-0.292061493858243
500.03,0,0.220447761982095,3.00709544518196,-0.071564812695506,8.04139348836731,-0.722037036939992,-2.92273675458816,-0.15,0.22713966455693,-0.292061493858243,0.0843586905938083,-0.221564812695506
500.04,0,0.225634719691648,3.08125429159991,-0.149691004806591,8.04350245563215,-0.721299847894492,-2.89848181756825,-0.15,0.0843586905938083,-0.221564812695506,0.182772474031659,-0.299691004806591
500.05,0,0.288049522892684,3.10872053101396,-0.168612191958495,8.04807176748294,-0.746253915130759,-2.87442816517273,-0.15,0.182772474031659,-0.299691004806591,0.234292365841228,-0.318612191958495
500.06,0,0.322181443113441,3.10231174181735,-0.168307011520561,8.05392907662897,-0.783859384303271,-2.85057412699941,-0.15,0.234292365841228,-0.318612191958495,0.251737614817935,-0.318307011520561
500.07,0,0.422074150926608,3.14045929655909,-0.181734950789654,8.06022251699942,-0.824830555425681,-2.82691804650828,-0.15,0.251737614817935,-0.318307011520561,0.313541250050815,-0.331734950789654
500.08,1,0.422074150926608,3.09407186999313,-0.194247348744945,8.06806104825069,-0.880630875672019,-2.80345828090644,-0.15,0.313541250050815,-0.331734950789654,0.290613589086688,-0.344247348744945
500.09,0,0.334240726734682,3.09224078736553,-0.205233844510566,8.06806104825069,-0.880630875672019,-2.78019320103397,-0.15,0.313541250050815,-0.331734950789654,0.312047586331558,-0.355233844510566
500.1,0,0.154696262445096,3.04402227817197,-0.240329594872968,8.07586223790898,-0.934284279434387,-2.75712119125123,-0.15,0.312047586331558,-0.355233844510566,0.286901086920743,-0.390329594872968
500.11,1,0.154696262445096,3.0434119172961,-0.200656137941557,8.083034765082,-0.979689306324801,-2.7342406493259,-0.15,0.286901086920743,-0.390329594872968,0.309171267970203,-0.350656137941557
500.12,1,0.154696262445096,3.05592431525139,-0.251316090638591,8.083034765082,-0.979689306324801,-2.71154998632227,-0.15,0.286901086920743,-0.390329594872968,0.344374328929118,-0.401316090638591
500.13,0,0.324794541490479,3.08064393072404,-0.264744029907684,8.083034765082,-0.979689306324801,-2.68904762649075,-0.15,0.286901086920743,-0.390329594872968,0.391596304233294,-0.414744029907684
500.14,1,0.324794541490479,3.07423514152743,-0.269932097352561,8.09282467268783,-1.05097072145977,-2.66673200715839,-0.15,0.391596304233294,-0.414744029907684,0.407503134369033,-0.419932097352561
500.15,0,0.440844529684529,3.10322728313115,-0.274509803921569,8.09282467268783,-1.05097072145977,-2.64460157862034,-0.15,0.391596304233294,-0.414744029907684,0.458625704510812,-0.424509803921569
500.16,1,0.440844529684529,3.0586709391928,-0.283360036621653,8.1042903153006,-1.13748968365551,-2.62265480403262,-0.15,0.458625704510812,-0.424509803921569,0.436016135160175,-0.433360036621653
500.17,0,0.510016061854335,3.05531395437552,-0.240939955748836,8.1042903153006,-1.13748968365551,-2.60089015930473,-0.15,0.458625704510812,-0.424509803921569,0.454423795070795,-0.390939955748836
500.18,0,0.444700285019114,3.12825207904173,-0.332494087129016,8.11565091017737,-1.22018793638536,-2.57930613299425,-0.15,0.454423795070795,-0.390939955748836,0.548945946047481,-0.482494087129016
500.19,0,0.189814523912136,3.04310673685817,-0.357213702601664,8.12937455882856,-1.32493477220285,-2.5579012262018,-0.15,0.548945946047481,-0.482494087129016,0.485205510656368,-0.507213702601664
500.2,0,0.201531015708452,3.04280155642023,-0.363317311360342,8.14150469659497,-1.40975814937652,-2.53667395246691,-0.15,0.485205510656368,-0.507213702601664,0.506127603953323,-0.513317311360342
500.21,0,0.0890915234124149,2.99336232547494,-0.370641641870757,8.1541578866938,-1.49736699712956,-2.5156228376647,-0.15,0.506127603953323,-0.513317311360342,0.477739487810235,-0.520641641870757
500.22,1,0.0890915234124149,3.05195696955825,-0.380102235446708,8.16610137388906,-1.57481262456078,-2.49474641990398,-0.15,0.477739487810235,-0.520641641870757,0.55721054965427,-0.530102235446708
500.23,0,0.21808720223461,3.05409323262379,-0.404211490043489,8.16610137388906,-1.57481262456078,-2.47404324942501,-0.15,0.477739487810235,-0.520641641870757,0.580049983198784,-0.554211490043489
500.24,0,0.193216309294075,3.04188601510643,-0.410925459678035,8.18060262346903,-1.67650359493704,-2.45351188849928,-0.15,0.580049983198784,-0.554211490043489,0.58837412660715,-0.560925459678035
500.25,0,0.133148508141402,3.04463263904784,-0.441443503471428,8.1953119766342,-1.77716305158772,-2.43315091132961,-0.15,0.58837412660715,-0.560925459678035,0.611481727718231,-0.591443503471428
500.26,0,0.230018994782617,3.0415808346685,-0.414587624933242,8.21059901982716,-1.88067926529321,-2.41295890395105,-0.15,0.611481727718231,-0.591443503471428,0.62862193071745,-0.564587624933242
500.27,1,0.230018994782617,3.01564049744411,-0.41519798580911,8.2263145680951,-1.98540586498791,-2.39293446413264,-0.15,0.62862193071745,-0.564587624933242,0.62270603331147,-0.56519798580911
500.28,0,0.271662325523559,3.03578240634775,-0.419775692378119,8.2263145680951,-1.98540586498791,-2.37307620128048,-0.15,0.62862193071745,-0.564587624933242,0.662706205067276,-0.569775692378119
500.29,1,0.271662325523559,3.04310673685817,-0.431067368581674,8.24288222322178,-2.09572404227732,-2.35338273634042,-0.15,0.662706205067276,-0.569775692378119,0.689724000517746,-0.581067368581674
500.3,0,0.494159823830873,3.13313496604868,-0.447241931792172,8.24288222322178,-2.09572404227732,-2.33385270170283,-0.15,0.662706205067276,-0.569775692378119,0.799282264345847,-0.597241931792172
500.31,1,0.494159823830873,3.0092317082475,-0.458533607995728,8.26286427983042,-2.23818935321693,-2.31448474110745,-0.15,0.799282264345847,-0.597241931792172,0.694746967140055,-0.608533607995728
500.32,1,0.494159823830873,3.04219119554437,-0.464637216754406,8.26286427983042,-2.23818935321693,-2.29527750954923,-0.15,0.799282264345847,-0.597241931792172,0.74691368599514,-0.614637216754406
500.33,0,0.257183937302904,3.05531395437552,-0.498207064927138,8.26286427983042,-2.23818935321693,-2.27622967318492,-0.15,0.799282264345847,-0.597241931792172,0.7790842811906,-0.648207064927138
500.34,0,0.119310603931851,3.00587472343023,-0.508583199816892,8.28234138686019,-2.37089995655063,-2.25733990924037,-0.15,0.7790842811906,-0.648207064927138,0.748534814189862,-0.658583199816892
500.35,0,-0.0495681314911165,2.94972152285039,-0.52475776302739,8.30105475721493,-2.49146321293807,-2.23860690591901,-0.15,0.748534814189862,-0.658583199816892,0.711114616931374,-0.67475776302739
500.36,0,-0.118314973982487,2.94331273365377,-0.54886701762417,8.31883262263822,-2.59846967697454,-2.22002936231021,-0.15,0.711114616931374,-0.67475776302739,0.723283371343558,-0.69886701762417
500.37,0,-0.12294409569394,2.91706721599146,-0.535439078355077,8.33691470692181,-2.70527996615877,-2.20160598829932,-0.15,0.723283371343558,-0.69886701762417,0.715461227692139,-0.685439078355077
500.38,0,-0.103246727563802,2.91096360723278,-0.530556191348134,8.35480123761411,-2.80668628209971,-2.18333550447794,-0.15,0.715461227692139,-0.685439078355077,0.727628102754838,-0.680556191348134
500.39,0,-0.0193065261376351,2.93934538796063,-0.532082093537804,8.37299194018298,-2.9080723008255,-2.16521664205514,-0.15,0.727628102754838,-0.680556191348134,0.774128745905491,-0.682082093537804
500.4,1,-0.0193065261376351,2.89784084840162,-0.53177691309987,8.39234515883062,-3.0183935100711,-2.1472481427692,-0.15,0.774128745905491,-0.682082093537804,0.750592705632414,-0.68177691309987
500.41,0,-0.0985174018246001,2.89173723964294,-0.540016784924086,8.39234515883062,-3.0183935100711,-2.12942875880066,-0.15,0.774128745905491,-0.682082093537804,0.762308480842278,-0.690016784924086
500.42,0,-0.0030070334847111,2.90180819409476,-0.522316319523918,8.41140287085168,-3.12215739505891,-2.11175725268503,-0.15,0.762308480842278,-0.690016784924086,0.790050941409729,-0.672316319523918
500.43,0,-0.166437174260669,2.87556267643244,-0.561074235141527,8.43115414438692,-3.22988912062675,-2.09423239722728,-0.15,0.790050941409729,-0.672316319523918,0.78133027920516,-0.711074235141527
500.44,0,-0.0391895603648766,2.91309987029831,-0.554970626382849,8.45068740136705,-3.33195350438263,-2.07685297541652,-0.15,0.78133027920516,-0.711074235141527,0.836246894881791,-0.704970626382849
500.45,0,0.0163478060650818,2.89753566796368,-0.528725108720531,8.4715935737391,-3.44512674777158,-2.05961778034148,-0.15,0.836246894881791,-0.704970626382849,0.837917887622206,-0.678725108720531
500.46,1,0.0163478060650818,2.83985656519417,-0.52323186083772,8.49254152092965,-3.55517160310423,-2.04252561510657,-0.15,0.837917887622206,-0.678725108720531,0.797330950087597,-0.67323186083772
500.47,0,0.0007068765044419,2.84382391088731,-0.50919356069276,8.49254152092965,-3.55517160310423,-2.02557529274922,-0.15,0.837917887622206,-0.678725108720531,0.818248618138092,-0.65919356069276
500.48,0,-0.0963422272942706,2.82154573891814,-0.529030289158465,8.5129977363831,-3.65662067958111,-2.00876563615679,-0.15,0.818248618138092,-0.65919356069276,0.812780102761349,-0.679030289158465
500.49,0,-0.101855403771178,2.83131151293202,-0.544594491493095,8.53331723895214,-3.75344849323456,-1.99209547798526,-0.15,0.812780102761349,-0.679030289158465,0.839216034946767,-0.694594491493095
500.5,0,-0.0472126824352258,2.83772030212863,-0.536964980544747,8.55429763982581,-3.85412182255895,-1.97556366057805,-0.15,0.839216034946767,-0.694594491493095,0.862156641550582,-0.686964980544747
500.51,0,0.0363174057078721,2.86396581979095,-0.535439078355077,8.57585155586457,-3.95760791694574,-1.95916903588566,-0.15,0.862156641550582,-0.686964980544747,0.904796783905293,-0.685439078355077
500.52,0,-0.186204343401073,2.76783398184176,-0.536049439230945,8.5984714754622,-4.06895617701894,-1.94291046538579,-0.15,0.904796783905293,-0.685439078355077,0.824923516455974,-0.686049439230945
500.53,0,0.147849785271628,2.89082169832914,-0.530556191348134,8.6190945633736,-4.15596535166458,-1.9267868200047,-0.15,0.824923516455974,-0.686049439230945,0.964034878324434,-0.680556191348134
500.54,0,-0.334832548105623,2.73365377279316,-0.56748302433814,8.64319543533171,-4.27651699147525,-1.91079698003823,-0.15,0.964034878324434,-0.680556191348134,0.822856792754935,-0.71748302433814
500.55,0,-0.0955256674994925,2.77759975585565,-0.529945830472267,8.66376685515059,-4.35645032888128,-1.89493983507439,-0.15,0.822856792754935,-0.71748302433814,0.882659920781264,-0.679945830472267
500.56,0,-0.029163813778217,2.79102769512474,-0.524147402151522,8.68583335317012,-4.44946399628179,-1.87921428391618,-0.15,0.882659920781264,-0.679945830472267,0.911813411208561,-0.674147402151522
500.57,0,-0.226479724012823,2.69428549629969,-0.516517891203174,8.70862868845033,-4.54715208667697,-1.86361923450513,-0.15,0.911813411208561,-0.674147402151522,0.830666261794555,-0.666517891203174
500.58,0,0.0557493009092326,2.77027542534524,-0.490882734416724,8.7293953449952,-4.62059904633264,-1.84815360384543,-0.15,0.830666261794555,-0.666517891203174,0.922121821499811,-0.640882734416724
500.59,0,-0.295335698838871,2.65918974593728,-0.522926680399786,8.75244839053269,-4.71558612316144,-1.83281631792863,-0.15,0.922121821499811,-0.640882734416724,0.826373428008652,-0.672926680399786
