T,M,U,Y1,Y2,Z1,Z2,R1,R2,EOLD1,EOLD2,E1,E2
499.99,0,0.0054036554754267,3.11940184634165,-0.236667429617761,10.2080903963734,-0.189456971984116,-2.99999999729315,-0.2,0.109941255611332,-0.359151598382543,0.1194018490485,-0.436667429617761
500,1,0.0054036554754267,3.06294346532387,-0.242771038376439,10.2254093866409,-0.323614314423683,-2.99672618779181,-0.2,0.1194018490485,-0.436667429617761,0.0662172775320666,-0.442771038376439
500.01,0,-0.00530350402340134,3.10566872663462,-0.24826428625925,10.2254093866409,-0.323614314423683,-2.97185723411793,-0.2,0.1194018490485,-0.436667429617761,0.133811492516695,-0.44826428625925
500.02,0,0.113139242438859,3.08583199816892,-0.210727092393377,10.2319198407234,-0.370433514670307,-2.94719466061283,-0.2,0.133811492516695,-0.44826428625925,0.138637337556091,-0.410727092393377
500.03,1,0.113139242438859,3.15968566414893,-0.182650492103456,10.2353857741623,-0.394926344796826,-2.92273675458816,-0.2,0.138637337556091,-0.410727092393377,0.236948909560772,-0.382650492103456
500.04,1,0.113139242438859,3.05317769130999,-0.26443884946975,10.2353857741623,-0.394926344796826,-2.89848181756825,-0.2,0.138637337556091,-0.410727092393377,0.154695873741737,-0.46443884946975
500.05,1,0.113139242438859,3.17891203173876,-0.251316090638591,10.2353857741623,-0.394926344796826,-2.87442816517273,-0.2,0.138637337556091,-0.410727092393377,0.304483866566032,-0.451316090638591
500.06,0,0.360614215149444,3.16426337071794,-0.256809338521402,10.2353857741623,-0.394926344796826,-2.85057412699941,-0.2,0.138637337556091,-0.410727092393377,0.313689243718522,-0.456809338521402
500.07,0,0.469900750252545,3.20088502327001,-0.263828488593882,10.260190252053,-0.596026218569967,-2.82691804650828,-0.2,0.313689243718522,-0.456809338521402,0.373966976761732,-0.463828488593882
500.08,1,0.469900750252545,3.11879148546578,-0.269932097352561,10.2695394264721,-0.674792458063813,-2.80345828090644,-0.2,0.373966976761732,-0.463828488593882,0.315333204559336,-0.469932097352561
500.09,0,0.291017024471404,3.12153810940719,-0.284580758373389,10.2695394264721,-0.674792458063813,-2.78019320103397,-0.2,0.373966976761732,-0.463828488593882,0.341344908373215,-0.484580758373389
500.1,0,0.132126337216877,3.06874189364462,-0.308079652094301,10.2870144477456,-0.812332574476984,-2.75712119125123,-0.2,0.341344908373215,-0.484580758373389,0.311620702393391,-0.508079652094301
500.11,1,0.132126337216877,3.0235751888304,-0.31265735866331,10.2948049653054,-0.868025586368838,-2.7342406493259,-0.2,0.311620702393391,-0.508079652094301,0.289334539504497,-0.51265735866331
500.12,1,0.132126337216877,3.10200656137942,-0.325780117494469,10.2948049653054,-0.868025586368838,-2.71154998632227,-0.2,0.311620702393391,-0.508079652094301,0.390456575057141,-0.525780117494469
500.13,0,0.178764680562338,3.06813153276875,-0.332494087129016,10.2948049653054,-0.868025586368838,-2.68904762649075,-0.2,0.311620702393391,-0.508079652094301,0.379083906278003,-0.532494087129016
500.14,1,0.178764680562338,3.11940184634165,-0.363012130922408,10.3215496781792,-1.05925818500456,-2.66673200715839,-0.2,0.379083906278003,-0.532494087129016,0.452669839183254,-0.563012130922408
500.15,1,0.178764680562338,3.0775921263447,-0.354161898222324,10.3215496781792,-1.05925818500456,-2.64460157862034,-0.2,0.379083906278003,-0.532494087129016,0.432990547724362,-0.554161898222324
500.16,1,0.178764680562338,3.16853589684901,-0.359349965667201,10.3215496781792,-1.05925818500456,-2.62265480403262,-0.2,0.379083906278003,-0.532494087129016,0.545881092816389,-0.559349965667201
500.17,1,0.178764680562338,3.16426337071794,-0.369420920119021,10.3215496781792,-1.05925818500456,-2.60089015930473,-0.2,0.379083906278003,-0.532494087129016,0.563373211413207,-0.569420920119021
500.18,0,0.276177417753591,3.10078583962768,-0.383459220263981,10.3215496781792,-1.05925818500456,-2.57930613299425,-0.2,0.379083906278003,-0.532494087129016,0.521479706633428,-0.583459220263981
