0,0.90399
0.01,0.90403
0.02,0.90408
0.03,0.90413
0.04,0.9042
0.05,0.90427
0.06,0.90436
0.07,0.90445
0.08,0.90456
0.09,0.90468
0.1,0.90482
0.11,0.90497
0.12,0.90514
0.13,0.90532
0.14,0.90553
0.15,0.90576
0.16,0.90602
0.17,0.9063
0.18,0.90661
0.19,0.90695
0.2,0.90733
0.21,0.90775
0.22,0.9082
0.23,0.9087
0.24,0.90925
0.25,0.90984
0.26,0.91049
0.27,0.9112
0.28,0.91197
0.29,0.9128
0.3,0.9137
0.31,0.91466
0.32,0.9157
0.33,0.91681
0.34,0.918
0.35,0.91926
0.36,0.9206
0.37,0.92201
0.38,0.9235
0.39,0.92507
0.4,0.92671
0.41,0.92841
0.42,0.93019
0.43,0.93203
0.44,0.93393
0.45,0.93588
0.46,0.93789
0.47,0.93995
0.48,0.94206
0.49,0.9442
0.5,0.94638
0.51,0.94859
0.52,0.95084
0.53,0.9531
0.54,0.95539
0.55,0.9577
0.56,0.96003
0.57,0.96236
0.58,0.96471
0.59,0.96706
0.6,0.96941
0.61,0.97177
0.62,0.97413
0.63,0.97649
0.64,0.97884
0.65,0.98118
0.66,0.98352
0.67,0.98584
0.68,0.98816
0.69,0.99046
0.7,0.99274
0.71,0.99501
0.72,0.99726
0.73,0.99949
0.74,1.0017
0.75,1.0039
0.76,1.006
0.77,1.0082
0.78,1.0103
0.79,1.0124
0.8,1.0144
0.81,1.0164
0.82,1.0184
0.83,1.0203
0.84,1.0222
0.85,1.024
0.86,1.0258
0.87,1.0275
0.88,1.0291
0.89,1.0307
0.9,1.0322
0.91,1.0335
0.92,1.0348
0.93,1.0358
0.94,1.0367
0.95,1.0373
0.96,1.0375
0.97,1.0371
0.98,1.0356
0.99,1.0314
