-1.0562,-2.5155
-1.0521,-2.4204
-1.0581,-2.5943
-1.0461,-2.4093
-1.0553,-2.7273
-1.0319,-2.4728
-1.0493,-2.8753
-0.99788,-2.535
-1.0453,-2.9592
-0.96417,-2.5901
-1.0452,-3.0562
-0.90602,-2.6799
-1.0462,-3.1153
-0.89788,-2.8011
-1.0475,-3.1691
-0.88616,-2.9005
-1.0484,-3.2011
-0.87384,-2.9544
-1.0489,-3.216
-0.87338,-2.9865
-1.0499,-3.241
-0.85103,-3.0113
-1.0489,-3.2749
-0.81344,-3.0457
-1.0479,-3.2859
-0.79768,-3.0532
-1.0478,-3.293
-0.78987,-3.057
-1.0474,-3.2966
-0.78704,-3.0625
-1.0471,-3.3063
-0.80998,-3.114
-1.0478,-3.3154
-0.8283,-3.1548
-1.0477,-3.3176
-0.836,-3.1706
-1.0477,-3.3192
-0.83863,-3.1777
-1.048,-3.3209
-0.84109,-3.1827
-1.0481,-3.3216
-0.84167,-3.1842
-1.0567,-2.5015
-1.0524,-2.4342
-1.0596,-2.5198
-1.0492,-2.3294
-1.0587,-2.7069
-1.0363,-2.4746
-1.0536,-2.8596
-1.0032,-2.5367
-1.0454,-3.0055
-0.89791,-2.6559
-1.0448,-3.0801
-0.90598,-2.8489
-1.0464,-3.1644
-0.89398,-3.0215
-1.0486,-3.2085
-0.8769,-3.1215
-1.0513,-3.2395
-0.85214,-3.2161
-1.0539,-3.2521
-0.82918,-3.2638
-1.0553,-3.2554
-0.81525,-3.2814
-1.0586,-3.2565
-0.78494,-3.3019
-1.0676,-3.2405
-0.70384,-3.3219
-1.0728,-3.2266
-0.65954,-3.3353
-1.076,-3.2167
-0.63134,-3.3519
-1.0781,-3.2096
-0.6103,-3.3623
-1.0915,-3.206
-0.61705,-3.5486
-1.1076,-3.2143
-0.59714,-3.7261
-1.1132,-3.2165
-0.58531,-3.7962
-1.1176,-3.2208
-0.57947,-3.8334
-1.12,-3.2228
-0.56841,-3.8569
-1.0584,-3.2465
-0.37324,-3.3989
-1.0585,-3.2413
-0.33968,-3.3917
-1.0576,-3.2344
-0.34383,-3.3805
-1.0568,-3.226
-0.34991,-3.3966
-1.0576,-3.2238
-0.34146,-3.3967
-1.0606,-3.2306
-0.34643,-3.3821
-1.0659,-3.2497
-0.35967,-3.3696
-1.0674,-3.2498
-0.36054,-3.3696
-1.073,-3.2276
-0.33322,-3.3976
-1.0788,-3.2076
-0.3113,-3.4262
-1.0668,-3.2562
-0.36557,-3.3644
-1.0578,-3.2697
-0.69169,-3.3253
-1.0532,-3.2618
-0.7896,-3.3501
-1.0504,-3.2483
-0.83209,-3.3417
-1.0485,-3.2342
-0.85521,-3.3079
-1.0471,-3.2212
-0.86787,-3.2625
-1.0875,-3.2218
-0.39988,-3.4198
-1.0655,-3.2045
-0.45432,-3.3573
-1.0637,-3.2258
-0.5182,-3.3241
-1.0621,-3.2427
-0.57587,-3.3123
-1.0605,-3.2543
-0.61565,-3.3097
-1.0595,-3.2621
-0.64917,-3.3127
-1.0586,-3.2662
-0.66961,-3.317
-1.0581,-3.2683
-0.68399,-3.3211
-1.0578,-3.2692
-0.69092,-3.3237
-1.1212,-3.2773
-0.59995,-3.8918
-1.1174,-3.2728
-0.55391,-3.8183
-1.1079,-3.2641
-0.67334,-3.8633
-1.0939,-3.2527
-0.62529,-3.5542
-1.0714,-3.2391
-0.63973,-3.401
-1.0604,-3.2463
-0.66631,-3.347
-1.0608,-3.3026
-0.73788,-3.3253
-1.0542,-3.3246
-0.80198,-3.2928
-1.0492,-3.3266
-0.83785,-3.2315
-1.048,-3.3211
-0.84215,-3.1856
-1.1145,-3.2194
-0.45296,-3.9913
-1.1064,-3.2124
-0.53186,-4.0763
-1.0906,-3.2054
-0.72566,-4.0516
-1.0776,-3.2113
-0.6166,-3.3593
-1.0621,-3.2505
-0.74439,-3.3098
-1.0533,-3.2545
-0.81816,-3.2675
-1.0491,-3.2331
-0.85962,-3.1528
-1.0485,-3.1932
-0.88456,-3.0097
-1.0475,-3.1691
-0.88616,-2.9005
-1.1158,-3.2228
-0.60239,-4.0162
-1.1097,-3.2172
-0.55564,-3.8409
-1.0957,-3.2084
-0.62549,-3.6275
-1.0775,-3.2001
-0.61595,-3.4283
-1.0617,-3.2382
-0.70919,-3.3162
-1.0534,-3.2578
-0.77892,-3.278
-1.0511,-3.2647
-0.82194,-3.1946
-1.0509,-3.2534
-0.84854,-3.0874
-1.0499,-3.241
-0.85103,-3.0113
-1.1162,-3.2342
-0.62388,-3.9744
-1.1123,-3.2311
-0.39595,-4.0746
-1.1005,-3.2217
-0.59738,-3.8118
-1.0839,-3.2108
-0.62419,-3.4958
-1.0588,-3.2281
-0.6766,-3.3173
-1.0549,-3.2665
-0.73745,-3.2741
-1.0532,-3.2915
-0.77809,-3.1995
-1.0496,-3.2889
-0.80338,-3.1098
-1.0485,-3.2817
-0.80482,-3.0513
-1.1177,-3.2479
-0.61199,-3.8669
-1.114,-3.2445
-0.56379,-3.8441
-1.1029,-3.2348
-0.51028,-3.7421
-1.0875,-3.2235
-0.62648,-3.523
-1.0582,-3.23
-0.6631,-3.3204
-1.0572,-3.2789
-0.71747,-3.2698
-1.0528,-3.3024
-0.75464,-3.192
-1.0487,-3.3031
-0.77989,-3.1072
-1.0474,-3.2966
-0.78704,-3.0625
-1.0635,-3.2615
-0.57201,-3.3246
-1.0606,-3.2635
-0.66651,-3.3342
-1.0583,-3.2628
-0.7255,-3.3465
-1.0566,-3.2595
-0.76617,-3.3538
-1.0552,-3.254
-0.79727,-3.3541
-1.054,-3.2464
-0.82068,-3.3477
-1.0533,-3.2375
-0.83953,-3.3345
-1.0529,-3.2273
-0.85474,-3.3155
-1.0526,-3.2161
-0.86745,-3.2918
-1.0527,-3.2043
-0.87749,-3.2643
-1.0529,-3.1918
-0.88662,-3.236
-1.0455,-3.2931
-0.37421,-3.3446
-1.045,-3.2762
-0.38678,-3.3411
-1.0434,-3.2637
-0.39589,-3.3416
-1.0475,-3.2666
-0.39902,-3.3406
-1.0523,-3.2719
-0.4021,-3.3389
-1.0572,-3.2777
-0.40417,-3.3379
-1.0613,-3.2822
-0.40132,-3.3383
-1.0649,-3.2859
-0.4017,-3.3392
-1.0682,-3.2891
-0.39976,-3.3403
-1.0707,-3.291
-0.39664,-3.3421
