0.30522,0.01188
0.30528,0.012998
0.30147,0.010599
0.30442,0.012841
0.30226,0.0085242
0.3131,0.011729
0.3063,0.0065567
0.34362,0.010924
0.30971,0.0055969
0.37777,0.01011
0.31207,0.0046186
0.43461,0.0087123
0.31366,0.0040956
0.43207,0.0070054
0.3156,0.0036702
0.43786,0.0058522
0.3172,0.0034396
0.44694,0.0053163
0.31811,0.0033386
0.44756,0.0050113
0.31994,0.0031762
0.46611,0.0048297
0.32538,0.0029792
0.50026,0.0046246
0.32814,0.0029203
0.51591,0.0046041
0.32948,0.0028801
0.52404,0.0045947
0.33054,0.0028613
0.52814,0.0045503
0.33249,0.0028068
0.51445,0.0040606
0.33334,0.0027536
0.50342,0.0037022
0.33383,0.0027416
0.49829,0.0035738
0.33403,0.002732
0.49698,0.0035148
0.33402,0.0027218
0.49531,0.0034755
0.33404,0.0027172
0.4949,0.0034632
0.3046,0.012148
0.30525,0.012891
0.29972,0.011955
0.30133,0.014496
0.29838,0.0088665
0.30918,0.012193
0.30147,0.0067546
0.3409,0.011654
0.30777,0.005115
0.47475,0.0099868
0.30975,0.0043993
0.4305,0.0070297
0.31159,0.0036952
0.4302,0.0050535
0.3124,0.0033729
0.44401,0.0041245
0.31307,0.0031708
0.46688,0.0033828
0.3132,0.0031002
0.48908,0.0030658
0.3132,0.0030872
0.50312,0.0029604
0.31284,0.0030988
0.53448,0.0028562
0.31056,0.0032578
0.62476,0.0028029
0.30876,0.003384
0.67873,0.0027596
0.30757,0.0034744
0.71574,0.0026803
0.30671,0.0035402
0.74397,0.0026331
0.30076,0.0035884
0.7763,0.0017321
0.29354,0.0035345
1.3027,0.0011505
0.29108,0.003521
97.761,0.00097647
0.28911,0.003489
2672.1,0.00089502
0.28807,0.003475
34433,0.00084618
0.32709,0.0032724
1.1395,0.0024762
0.32643,0.003312
1.283,0.0025284
0.32608,0.0033637
1.316,0.0026054
0.32456,0.0034232
1.4986,0.00252
0.3218,0.0034291
2.1423,0.0025247
0.31743,0.0033567
