10,5.3784e-05,9.6017e-06,0.00014033
11,8.9964e-05,7.9161e-06,0.00031436
12,0.00021469,1.2507e-05,0.00075022
13,0.00054268,1.5977e-05,0.0019039
14,0.0011724,9.3637e-06,0.0041048
15,0.0020531,1.76e-05,0.008292
16,0.0041878,2.6669e-05,0.01885
17,0.009955,2.6103e-05,0.040427
18,0.020004,3.8209e-05,0.10296
19,0.083496,2.8996e-05,0.27377
20,0.12323,3.0938e-05,0.72573
21,0.26132,4.3435e-05,1.8041
22,0.9036,0.0003157,3.7923
23,1.6297,7.9246e-05,7.8015
24,4.7283,7.9603e-05,20.171
25,7.8437,0.00014986,40.257
26,9.4719,5.7152e-05,85.168
27,27.861,0.00056815,203.27
28,78.053,0.00010942,613.44
29,182.13,0.00016319,2287.9
30,741.83,0.00021519,7497
