BATCH,ID,STRAT,MISSES,HITS
6,6,SH,10,48
6,5,SH,10,55
6,2,SH,10,62
6,4,SH,10,55
6,9,SH,10,40
6,7,SH,10,40
6,10,SH,10,39
6,8,SH,10,39
6,1,SH,10,62
6,3,SH,10,62
