BATCH,ID,STRAT,MISSES,HITS
5,6,KH,10,30
5,5,KH,10,32
5,2,KH,10,51
5,4,KH,10,32
5,9,KH,10,22
5,7,KH,10,29
5,8,KH,10,22
5,1,KH,10,52
5,3,KH,10,41
