BATCH,ID,STRAT,MISSES,HITS
3,6,KZ,10,70
3,5,KZ,10,73
3,2,KZ,10,78
3,4,KZ,10,75
3,9,KZ,10,85
3,7,KZ,10,68
3,10,KZ,10,86
3,8,KZ,10,67
3,1,KZ,10,78
3,3,KZ,10,76
