BATCH,ID,STRAT,MISSES,HITS
2,12,KH,10,30
2,6,KH,10,15
2,19,KH,10,58
2,5,KH,10,14
2,2,KH,10,14
2,4,KH,10,13
2,20,KH,10,57
2,9,KH,10,22
2,13,KH,10,33
2,15,KH,10,40
2,7,KH,10,21
2,18,KH,10,58
2,11,KH,10,24
2,10,KH,10,23
2,8,KH,10,22
2,17,KH,10,49
2,1,KH,10,13
2,21,KH,10,57
2,3,KH,10,13
2,14,KH,10,40
2,16,KH,10,49
