BATCH,ID,STRAT,MISSES,HITS
3,6,SH,10,41
3,5,SH,10,44
3,2,SH,10,47
3,4,SH,10,46
3,9,SH,10,41
3,7,SH,10,33
3,10,SH,10,50
3,8,SH,10,33
3,1,SH,10,47
3,3,SH,10,46
