BATCH,ID,STRAT,MISSES,HITS
9,6,SZ,10,49
9,5,SZ,10,50
9,2,SZ,10,53
9,4,SZ,10,50
9,9,SZ,10,48
9,7,SZ,10,49
9,10,SZ,10,48
9,8,SZ,10,47
9,1,SZ,10,57
9,3,SZ,10,53
