BATCH,ID,STRAT,MISSES,HITS
6,6,SZ,10,80
6,5,SZ,10,78
6,2,SZ,10,95
6,4,SZ,10,96
6,9,SZ,10,63
6,7,SZ,10,62
6,10,SZ,10,64
6,8,SZ,10,62
6,1,SZ,10,110
6,3,SZ,10,94
