BATCH,ID,STRAT,MISSES,HITS
2,12,SH,10,31
2,6,SH,10,16
2,19,SH,10,59
2,5,SH,10,15
2,2,SH,10,15
2,4,SH,10,14
2,20,SH,10,58
2,9,SH,10,23
2,13,SH,10,40
2,15,SH,10,41
2,7,SH,10,22
2,18,SH,10,59
2,11,SH,10,25
2,10,SH,10,24
2,8,SH,10,23
2,17,SH,10,50
2,1,SH,10,14
2,21,SH,10,58
2,3,SH,10,14
2,14,SH,10,41
2,16,SH,10,50
