BATCH,ID,STRAT,MISSES,HITS
2,12,KZ,10,50
2,6,KZ,10,30
2,19,KZ,10,104
2,5,KZ,10,30
2,2,KZ,10,29
2,4,KZ,10,29
2,20,KZ,10,104
2,9,KZ,10,48
2,13,KZ,10,69
2,15,KZ,10,85
2,7,KZ,10,38
2,18,KZ,10,104
2,11,KZ,10,51
2,10,KZ,10,50
2,8,KZ,10,47
2,17,KZ,10,86
2,1,KZ,10,28
2,21,KZ,10,104
2,3,KZ,10,28
2,14,KZ,10,83
2,16,KZ,10,87
