BATCH,ID,STRAT,MISSES,HITS
8,6,KZ,10,49
8,5,KZ,10,50
8,2,KZ,10,50
8,4,KZ,10,50
8,9,KZ,10,48
8,7,KZ,10,50
8,11,KZ,10,40
8,10,KZ,10,39
8,8,KZ,10,48
8,1,KZ,10,65
8,3,KZ,10,50
