BATCH,ID,STRAT,MISSES,HITS
5,6,KZ,10,64
5,5,KZ,10,68
5,2,KZ,10,90
5,4,KZ,10,69
5,9,KZ,10,49
5,7,KZ,10,49
5,8,KZ,10,49
5,1,KZ,10,91
5,3,KZ,10,70
