BATCH,ID,STRAT,MISSES,HITS
1,12,KH,10,32
1,6,KH,10,14
1,19,KH,10,39
1,5,KH,10,14
1,2,KH,10,13
1,4,KH,10,14
1,20,KH,10,38
1,9,KH,10,22
1,13,KH,10,34
1,15,KH,10,35
1,7,KH,10,14
1,18,KH,10,39
1,11,KH,10,24
1,10,KH,10,22
1,8,KH,10,21
1,17,KH,10,38
1,1,KH,10,13
1,21,KH,10,39
1,3,KH,10,14
1,14,KH,10,36
1,16,KH,10,38
