BATCH,ID,STRAT,MISSES,HITS
1,12,SH,10,33
1,6,SH,10,15
1,19,SH,10,40
1,5,SH,10,15
1,2,SH,10,14
1,4,SH,10,15
1,20,SH,10,39
1,9,SH,10,23
1,13,SH,10,35
1,15,SH,10,37
1,7,SH,10,21
1,18,SH,10,40
1,11,SH,10,25
1,10,SH,10,24
1,8,SH,10,22
1,17,SH,10,39
1,1,SH,10,14
1,21,SH,10,40
1,3,SH,10,15
1,14,SH,10,37
1,16,SH,10,39
