BATCH,ID,STRAT,MISSES,HITS
6,6,KH,10,47
6,5,KH,10,53
6,2,KH,10,61
6,4,KH,10,54
6,9,KH,10,39
6,7,KH,10,39
6,10,KH,10,38
6,8,KH,10,38
6,1,KH,10,61
6,3,KH,10,53
