BATCH,ID,STRAT,MISSES,HITS
9,6,KH,10,23
9,5,KH,10,29
9,2,KH,10,32
9,4,KH,10,31
9,9,KH,10,21
9,7,KH,10,23
9,10,KH,10,22
9,8,KH,10,22
9,1,KH,10,35
9,3,KH,10,32
