BATCH,ID,STRAT,MISSES,HITS
6,6,KZ,10,79
6,5,KZ,10,77
6,2,KZ,10,94
6,4,KZ,10,95
6,9,KZ,10,62
6,7,KZ,10,61
6,10,KZ,10,63
6,8,KZ,10,62
6,1,KZ,10,109
6,3,KZ,10,93
