BATCH,ID,STRAT,MISSES,HITS
3,6,KH,10,40
3,5,KH,10,43
3,2,KH,10,46
3,4,KH,10,45
3,9,KH,10,40
3,7,KH,10,32
3,10,KH,10,49
3,8,KH,10,32
3,1,KH,10,46
3,3,KH,10,45
