BATCH,ID,STRAT,MISSES,HITS
1,12,SZ,10,56
1,6,SZ,10,30
1,19,SZ,10,64
1,5,SZ,10,30
1,2,SZ,10,28
1,4,SZ,10,30
1,20,SZ,10,63
1,9,SZ,10,48
1,13,SZ,10,58
1,15,SZ,10,59
1,7,SZ,10,31
1,18,SZ,10,63
1,11,SZ,10,51
1,10,SZ,10,49
1,8,SZ,10,38
1,17,SZ,10,62
1,1,SZ,10,28
1,21,SZ,10,64
1,3,SZ,10,30
1,14,SZ,10,60
1,16,SZ,10,62
