BATCH,ID,STRAT,MISSES,HITS
9,6,KZ,10,49
9,5,KZ,10,50
9,2,KZ,10,53
9,4,KZ,10,50
9,9,KZ,10,48
9,7,KZ,10,48
9,10,KZ,10,48
9,8,KZ,10,47
9,1,KZ,10,57
9,3,KZ,10,52
