J,T
1,0
1,1
1.001,2
1.4684,3
2.4329,4
5.4692,5
2.608,6
1.92,7
2.0374,8
1.8449,9
1.4708,10
1.1824,11
1.0737,12
1.0511,13
1.0352,14
1.0169,15
1.0071,16
1.005,17
1.0042,18
1.0025,19
1.001,20
